   Satellite ID          GPS Time         Pseudorange       Carrier Phase       C/N
             27        367032.016        29892391.997        29892418.449        38
            156        367032.016        40591509.701        40591539.773        48
             39        367032.016        27031518.848        27031532.125        47
            150        367032.016        41821114.261        41821124.017        45
             38        367032.016        30841283.571        30841286.415        33
             23        367032.016        29888869.583        29888868.395        40
              1        367033.016        25044648.352        25044657.931        51
              7        367033.016        24938921.178        24938939.640        49
             30        367033.016        26150164.712        26150162.330        49
             11        367033.016        25023554.199        25023563.663        48
              8        367033.016        27369410.246        27369416.226        46
             28        367033.016        29003151.081        29003173.092        42
             17        367033.016        29035522.897        29035538.979        42
             22        367033.016        28576780.730        28576808.495        41
              9        367033.016        29246134.470        29246134.530        41
              3        367033.016        29415611.495        29415615.301        40
             16        367033.016        29753445.100        29753440.803        39
             27        367033.016        29911163.393        29911189.891        38
            156        367033.016        40609831.438        40609861.500        48
             39        367033.016        27049769.516        27049782.801        47
            150        367033.016        41839405.389        41839415.099        45
             38        367033.016        30859189.653        30859192.553        33
             23        367033.016        29907565.290        29907564.128        39
              1        367034.016        25062792.398        25062801.975        51
              7        367034.016        24957174.831        24957193.299        49
             30        367034.016        26168088.937        26168086.555        49
             11        367034.016        25041960.465        25041969.939        48
              8        367034.016        27388101.766        27388107.766        46
             28        367034.016        29021055.637        29021077.663        42
             17        367034.016        29053481.724        29053497.780        42
             22        367034.016        28594735.485        28594763.241        42
              9        367034.016        29264827.236        29264827.305        41
              3        367034.016        29433477.945        29433481.740        40
             16        367034.016        29772097.553        29772093.239        39
             27        367034.016        29929934.785        29929961.096        38
            156        367034.016        40628152.974        40628183.040        48
             39        367034.016        27068020.005        27068033.304        47
            150        367034.016        41857696.334        41857705.942        45
             38        367034.016        30877095.639        30877098.521        33
             23        367034.016        29926260.738        29926259.593        39
              1        367035.016        25080936.422        25080945.998        51
              7        367035.016        24975428.455        24975446.937        49
             30        367035.016        26186013.107        26186010.725        49
             11        367035.016        25060366.690        25060376.170        48
              8        367035.016        27406793.133        27406799.151        46
             28        367035.016        29038960.023        29038982.053        42
             17        367035.016        29071440.432        29071456.477        42
             22        367035.016        28612690.101        28612717.850        41
              9        367035.016        29283519.826        29283519.893        41
              3        367035.016        29451344.198        29451347.985        40
             16        367035.016        29790749.925        29790745.550        39
             27        367035.016        29948705.865        29948732.106        38
            156        367035.016        40646474.386        40646504.454        48
             39        367035.016        27086270.399        27086283.714        47
            150        367035.016        41875987.057        41875996.640        45
             38        367035.016        30895001.448        30895004.372        33
             23        367035.016        29944956.010        29944954.845        39
              1        367036.016        25099080.718        25099090.298        51
              7        367036.016        24993682.377        24993700.852        49
             30        367036.016        26203937.535        26203935.145        49
             11        367036.016        25078773.175        25078782.658        48
              8        367036.016        27425484.636        27425490.680        46
             28        367036.016        29056864.512        29056886.554        42
             17        367036.016        29089399.331        29089415.361        42
             22        367036.016        28630644.841        28630672.609        41
              9        367036.016        29302212.548        29302212.598        41
              3        367036.016        29469210.561        29469214.338        41
             16        367036.016        29809402.472        29809398.054        39
             27        367036.016        29967476.931        29967503.232        38
            156        367036.016        40664795.970        40664826.039        48
             39        367036.016        27104521.033        27104534.327        47
            150        367036.016        41894277.883        41894287.495        45
             38        367036.016        30912907.527        30912910.414        33
             23        367036.016        29963651.386        29963650.183        39
              1        367037.016        25117225.131        25117234.720        51
              7        367037.016        25011936.419        25011954.895        49
             30        367037.016        26221862.058        26221859.660        49
             11        367037.016        25097179.768        25097189.257        48
              8        367037.016        27444176.144        27444182.209        46
             28        367037.016        29074768.992        29074791.047        42
             17        367037.016        29107358.265        29107374.292        42
             22        367037.016        28648599.583        28648627.378        41
              9        367037.016        29320905.233        29320905.281        41
              3        367037.016        29487076.894        29487080.662        41
             16        367037.016        29828055.040        29828050.577        39
             27        367037.016        29986248.072        29986274.343        38
            156        367037.016        40683117.597        40683147.658        48
             39        367037.016        27122771.668        27122784.984        47
            150        367037.016        41912568.706        41912578.349        45
             38        367037.016        30930813.671        30930816.496        33
             23        367037.016        29982346.713        29982345.480        39
              1        367038.016        25135369.711        25135379.303        51
              7        367038.016        25030190.623        25030209.102        49
             30        367038.016        26239786.715        26239784.307        49
             11        367038.016        25115586.510        25115595.993        48
              8        367038.016        27462867.661        27462873.764        46
             28        367038.016        29092673.456        29092695.518        42
             17        367038.016        29125317.269        29125333.292        42
             22        367038.016        28666554.385        28666582.185        41
              9        367038.016        29339597.928        29339597.956        41
              3        367038.016        29504943.204        29504946.970        41
             16        367038.016        29846707.680        29846703.169        39
             27        367038.016        30005019.252        30005045.443        38
            156        367038.016        40701439.278        40701469.336        48
             39        367038.016        27141022.400        27141035.732        47
            150        367038.016        41930859.590        41930869.219        45
             38        367038.016        30948719.881        30948722.667        33
             23        367038.016        30001041.959        30001040.738        39
              1        367039.016        25153514.686        25153524.282        51
              7        367039.016        25048445.240        25048463.709        49
             30        367039.016        26257711.752        26257709.325        49
             11        367039.016        25133993.648        25134003.116        48
              8        367039.016        27481559.470        27481565.593        46
             28        367039.016        29110578.185        29110600.257        42
             17        367039.016        29143276.617        29143292.622        42
             22        367039.016        28684509.466        28684537.268        41
              9        367039.016        29358290.867        29358290.892        41
              3        367039.016        29522809.773        29522813.531        41
             16        367039.016        29865360.628        29865356.048        39
             27        367039.016        30023790.648        30023816.810        38
            156        367039.016        40719761.263        40719791.313        48
             39        367039.016        27159273.452        27159286.792        47
            150        367039.016        41949150.734        41949160.380        45
             38        367039.016        30966626.443        30966629.141        33
             23        367039.016        30019737.426        30019736.220        39
              1        367040.016        25171659.572        25171669.170        51
              7        367040.016        25066699.768        25066718.223        49
             30        367040.016        26275636.667        26275634.222        49
             11        367040.016        25152400.644        25152410.120        48
              8        367040.016        27500251.043        27500257.190        46
             28        367040.016        29128482.677        29128504.727        42
             17        367040.016        29161235.761        29161251.757        42
              9        367040.016        29376983.523        29376983.564        41
             22        367040.016        28702464.328        28702492.143        41
              3        367040.016        29540676.052        29540679.815        41
             16        367040.016        29884013.392        29884008.748        39
             27        367040.016        30042561.801        30042587.893        38
            156        367040.016        40738083.036        40738113.094        48
             39        367040.016        27177524.344        27177537.700        47
            150        367040.016        41967441.616        41967451.307        45
             38        367040.016        30984532.764        30984535.435        33
             23        367040.016        30038432.610        30038431.405        39
             30        367041.017        26293561.443        26293558.972        49
              8        367041.017        27518942.365        27518948.532        46
             28        367041.017        29146386.883        29146408.930        42
              3        367041.017        29558542.077        29558545.834        41
             16        367041.017        29902665.885        29902661.176        39
             27        367041.017        30061332.576        30061358.694        39
              1        367041.017        25189804.341        25189813.954        51
            150        367041.017        41985735.931        41985741.884        45
             39        367041.017        27195775.047        27195788.426        47
             22        367041.017        28720418.979        28720446.788        41
             23        367041.017        30057127.574        30057126.340        39
             11        367041.017        25170807.493        25170816.979        48
              7        367041.017        25084954.206        25084972.655        49
              9        367041.017        29395675.912        29395675.959        41
             17        367041.017        29179194.739        29179210.734        42
             38        367041.017        31002438.911        31002441.570        33
              1        367042.017        25207948.999        25207959.464        27
              7        367042.017        25103208.560        25103227.588        26
             30        367042.017        26311491.587        26311484.356        20
             11        367042.017        25189214.161        25189224.627        25
              8        367042.017        27537633.952        27537640.421        20
             28        367042.017        29164290.375        29164313.208        18
             17        367042.017        29197152.057        29197169.943        20
              9        367042.017        29414360.739        29414368.160        19
              3        367042.017        29576413.243        29576411.530        14
             27        367042.017        30080102.650        30080129.480        19
             16        367042.017        29921321.778        29921313.786        14
             22        367042.017        28738368.355        28738401.844        12
             39        367042.017        27214022.559        27214039.457        26
             23        367042.017        30075822.310        30075821.358        21
            156        367042.017        40774724.386        40774725.538         0
             38        367042.017        31020334.514        31020347.956        10
              1        367043.017        25226097.558        25226104.788        29
              7        367043.017        25121465.163        25121482.669        29
             11        367043.017        25207621.335        25207631.800        27
             30        367043.017        26329412.950        26329409.525        27
              8        367043.017        27556323.957        27556332.139        24
             28        367043.017        29182196.912        29182218.033        21
             17        367043.017        29215110.258        29215128.905        20
             16        367043.017        29939964.618        29939966.711        18
              3        367043.017        29594271.774        29594277.863        20
             22        367043.017        28756331.124        28756356.432        17
              9        367043.017        29433059.355        29433060.877        20
             27        367043.017        30098871.018        30098900.131        19
             39        367043.017        27232267.495        27232290.155        15
             23        367043.017        30094510.892        30094516.220        14
            156        367043.017        40793033.313        40793047.715        24
             38        367043.017        31038229.828        31038253.640        10
              1        367044.017        25244242.758        25244248.657        32
             30        367044.017        26347340.694        26347334.415        29
              7        367044.017        25139718.863        25139739.414        29
             11        367044.017        25226025.833        25226038.582        29
              8        367044.017        27575014.576        27575023.329        26
              3        367044.017        29612135.176        29612143.739        23
              9        367044.017        29451752.616        29451753.187        24
             27        367044.017        30117644.671        30117670.550        21
             16        367044.017        29958622.679        29958619.254        24
             28        367044.017        29200092.156        29200122.030        23
             22        367044.017        28774284.942        28774311.011        23
             17        367044.017        29233065.470        29233087.733        23
             39        367044.017        27250525.845        27250540.823        27
            156        367044.017        40811375.757        40811369.228        25
             38        367044.017        31056151.792        31056159.281        16
             23        367044.017        30113210.965        30113211.155        21
             30        367045.017        26365270.876        26365259.409        33
              7        367045.017        25157964.528        25157995.544        33
             11        367045.017        25244439.385        25244445.811        32
              1        367045.017        25262385.794        25262393.685        36
              8        367045.017        27593711.334        27593714.379        30
              3        367045.017        29630001.267        29630009.450        27
             28        367045.017        29217997.759        29218025.350        26
             22        367045.017        28792233.102        28792264.499        25
              9        367045.017        29470440.931        29470444.737        27
             17        367045.017        29251025.456        29251046.767        18
             16        367045.017        29977274.127        29977272.414        27
             27        367045.017        30136419.301        30136440.423        27
             38        367045.017        31074056.511        31074065.729        20
             39        367045.017        27268774.667        27268790.989        27
             23        367045.017        30131903.166        30131907.162        25
            156        367045.017        40829690.571        40829689.995        19
             30        367046.017        26383194.315        26383185.026        31
              7        367046.017        25176223.690        25176250.329        31
             11        367046.017        25262845.748        25262853.586        31
              1        367046.017        25280530.037        25280539.437        29
              8        367046.017        27612404.165        27612405.877        29
              3        367046.017        29647869.539        29647875.628        25
             28        367046.017        29235906.962        29235929.415        24
             17        367046.017        29268994.260        29269005.296        21
              9        367046.017        29489131.450        29489136.397        21
             22        367046.017        28810183.582        28810217.452        24
             16        367046.017        29995936.711        29995926.626        18
             27        367046.017        30155170.508        30155211.228        18
            156        367046.017        40848006.345        40848011.530        15
             39        367046.017        27287033.037        27287041.486        17
             23        367046.017        30150591.782        30150601.867        23
             38        367046.017        31091968.508        31091972.733        19
             30        367047.017        26401118.047        26401110.634        31
              7        367047.017        25194483.100        25194506.029        31
             11        367047.017        25281253.165        25281261.357        30
              1        367047.017        25298676.568        25298685.217        29
              8        367047.017        27631097.019        27631097.482        29
              3        367047.017        29665732.407        29665742.683        24
             28        367047.017        29253823.229        29253834.075        23
             17        367047.017        29286950.712        29286964.413        20
              9        367047.017        29507834.791        29507828.893        20
             22        367047.017        28828149.698        28828172.152        20
             16        367047.017        30014589.100        30014580.537        19
             27        367047.017        30173958.158        30173981.753        18
            156        367047.017        40866334.501        40866332.772        18
             39        367047.017        27305278.473        27305292.683        18
             23        367047.017        30169291.292        30169296.239        22
             30        367048.017        26419041.814        26419036.021        30
              7        367048.017        25212738.112        25212761.286        30
              1        367048.017        25316822.331        25316830.829        29
             11        367048.017        25299660.042        25299668.955        30
              8        367048.017        27649788.965        27649788.785        28
              3        367048.017        29683595.845        29683607.833        23
             28        367048.017        29271713.558        29271738.104        23
             17        367048.017        29304910.808        29304923.937        20
              9        367048.017        29526520.093        29526521.045        20
             22        367048.017        28846092.654        28846127.286        19
             16        367048.017        30033245.241        30033233.443        19
             27        367048.017        30192742.487        30192751.620        18
            156        367048.017        40884657.408        40884654.143        18
             39        367048.017        27323523.495        27323543.850        17
             23        367048.017        30187983.196        30187990.427        22
             30        367049.017        26436967.138        26436961.805        30
              7        367049.017        25230994.795        25231016.953        30
              1        367049.017        25334968.839        25334976.860        29
             11        367049.017        25318068.060        25318076.956        29
              8        367049.017        27668479.470        27668480.354        28
             28        367049.017        29289628.024        29289641.534        23
              3        367049.017        29701474.389        29701473.628        23
             17        367049.017        29322865.240        29322884.078        20
              9        367049.017        29545214.676        29545212.582        20
             22        367049.017        28864053.548        28864082.090        19
             16        367049.017        30051897.558        30051886.141        19
             27        367049.017        30211496.327        30211521.634        18
            156        367049.017        40902972.425        40902976.458        18
             39        367049.017        27341779.634        27341794.612        17
             23        367049.017        30206682.218        30206685.072        21
             30        367050.017        26454892.396        26454887.525        30
              7        367050.017        25249251.089        25249272.626        30
              1        367050.017        25353115.254        25353122.862        29
             11        367050.017        25336475.901        25336484.882        29
              8        367050.017        27687169.851        27687171.776        27
             28        367050.017        29307525.231        29307545.210        23
              3        367050.017        29719352.046        29719339.487        23
             17        367050.017        29340837.394        29340843.864        20
             22        367050.017        28881999.716        28882036.250        19
              9        367050.017        29563905.870        29563903.968        20
             16        367050.017        30070548.329        30070539.196        19
             27        367050.017        30230270.461        30230291.773        18
            156        367050.017        40921296.314        40921298.234        18
             39        367050.017        27360021.100        27360045.872        18
             23        367050.017        30225380.428        30225380.428        21
             30        367051.017        26472818.147        26472813.436        30
              7        367051.017        25267507.032        25267528.466        30
              1        367051.017        25371261.553        25371269.026        29
             11        367051.017        25354884.251        25354892.975        29
              8        367051.017        27705857.341        27705863.263        27
             28        367051.017        29325436.463        29325449.592        22
              3        367051.017        29737212.193        29737204.962        22
             17        367051.017        29358789.123        29358803.204        20
              9        367051.017        29582603.576        29582595.965        20
             22        367051.017        28899966.133        28899991.250        20
             16        367051.017        30089202.637        30089193.123        19
             27        367051.017        30249035.692        30249061.570        18
            156        367051.017        40939615.589        40939620.390        18
             39        367051.017        27378268.514        27378297.126        17
             23        367051.017        30244069.057        30244075.146        21
              1        367052.017        25389407.890        25389415.421        29
             30        367052.017        26490744.188        26490739.501        30
              7        367052.017        25285762.494        25285784.523        29
             11        367052.017        25373292.715        25373301.280        29
              8        367052.017        27724548.627        27724554.906        27
             28        367052.017        29343345.282        29343354.225        22
              3        367052.017        29755081.954        29755070.918        22
             17        367052.017        29376745.092        29376762.598        20
              9        367052.017        29601298.554        29601288.089        20
             22        367052.017        28917920.076        28917945.954        20
             16        367052.017        30107861.212        30107846.751        19
             27        367052.017        30267808.375        30267832.160        18
            156        367052.017        40957937.255        40957942.248        18
             39        367052.017        27396525.789        27396547.680        17
             23        367052.017        30262775.341        30262769.443        21
              1        367053.017        25407554.523        25407562.093        29
              7        367053.017        25304018.478        25304040.830        29
             30        367053.017        26508670.378        26508665.819        29
             11        367053.017        25391701.162        25391709.818        29
              8        367053.017        27743236.823        27743246.908        27
             28        367053.017        29361238.915        29361257.943        22
              3        367053.017        29772937.519        29772935.997        22
             17        367053.017        29394717.688        29394722.255        20
              9        367053.017        29619982.972        29619980.308        20
             22        367053.017        28935871.622        28935901.306        20
             16        367053.017        30126516.990        30126499.865        19
             27        367053.017        30286588.303        30286602.574        19
            156        367053.017        40976253.745        40976264.883        18
             39        367053.017        27414785.567        27414799.393        17
             23        367053.017        30281471.945        30281463.763        21
              1        367054.017        25425700.866        25425708.692        29
             30        367054.017        26526596.599        26526592.034        29
              7        367054.017        25322274.909        25322297.101        29
             11        367054.017        25410109.463        25410118.305        28
              8        367054.017        27761936.242        27761938.335        27
             28        367054.017        29379140.374        29379162.066        22
              3        367054.017        29790802.970        29790802.018        22
             17        367054.017        29412682.409        29412681.648        21
              9        367054.017        29638673.488        29638672.727        20
             22        367054.017        28953829.576        28953856.597        20
             16        367054.017        30145164.524        30145153.297        19
             27        367054.017        30305359.995        30305373.505        19
            156        367054.017        40994582.467        40994587.459        18
             39        367054.017        27433041.911        27433050.936        17
             23        367054.017        30300162.030        30300157.844        21
              1        367055.017        25443847.677        25443855.428        29
             30        367055.017        26544522.978        26544518.371        29
              7        367055.017        25340531.412        25340553.516        29
             11        367055.017        25428518.180        25428526.874        28
              8        367055.017        27780622.868        27780629.909        27
             28        367055.017        29397047.008        29397066.797        22
              3        367055.017        29808668.172        29808668.553        22
             17        367055.017        29430629.222        29430641.209        21
              9        367055.017        29657367.427        29657364.953        20
             22        367055.017        28971783.782        28971811.753        20
             16        367055.017        30163810.472        30163806.286        19
             27        367055.017        30324120.411        30324144.196        19
            156        367055.017        41012903.763        41012909.716        18
             39        367055.017        27451275.285        27451302.937        17
             23        367055.017        30318867.476        30318852.634        21
              1        367056.017        25461994.481        25462002.353        29
             30        367056.017        26562449.388        26562444.875        29
              7        367056.017        25358788.084        25358810.110        29
             11        367056.017        25446927.159        25446935.646        28
              8        367056.017        27799312.065        27799321.389        26
             28        367056.017        29414948.058        29414970.131        22
              3        367056.017        29826537.809        29826533.623        22
             17        367056.017        29448591.575        29448601.089        21
              9        367056.017        29676064.286        29676057.056        20
             22        367056.017        28989748.336        28989766.793        20
             16        367056.017        30182462.960        30182458.393        19
             27        367056.017        30342896.591        30342915.429        19
            156        367056.017        41031233.877        41031231.765        18
             39        367056.017        27469537.899        27469555.566        17
             23        367056.017        30337565.259        30337547.182        20
              1        367057.018        25480141.407        25480149.321        29
             30        367057.018        26580375.914        26580371.380        29
              7        367057.018        25377044.986        25377066.750        29
             11        367057.018        25465336.129        25465344.434        28
              8        367057.018        27818008.019        27818012.776        26
             28        367057.018        29432847.967        29432874.607        22
              3        367057.018        29844403.862        29844398.914        21
             17        367057.018        29466545.507        29466560.920        21
              9        367057.018        29694769.557        29694749.578        20
             22        367057.018        29007702.558        29007721.396        20
             16        367057.018        30201104.479        30201111.900        19
             27        367057.018        30361668.485        30361686.752        19
            156        367057.018        41049547.644        41049553.789        18
             39        367057.018        27487789.609        27487808.236        17
             23        367057.018        30356252.933        30356241.896        20
              1        367058.018        25498288.973        25498296.879        29
             30        367058.018        26598302.937        26598298.463        29
              7        367058.018        25395302.373        25395324.019        29
             11        367058.018        25483745.561        25483753.775        28
              8        367058.018        27836695.606        27836704.549        26
             28        367058.018        29450756.488        29450779.322        22
              3        367058.018        29862270.387        29862264.679        21
             17        367058.018        29484504.950        29484520.744        21
              9        367058.018        29713450.738        29713441.604        20
             22        367058.018        29025662.966        29025676.667        20
             16        367058.018        30219749.765        30219764.988        19
             27        367058.018        30380442.153        30380457.946        19
            156        367058.018        41067873.163        41067876.235        18
             39        367058.018        27506040.369        27506059.764        17
             23        367058.018        30374948.302        30374936.504        20
              1        367059.018        25516436.309        25516444.203        30
              7        367059.018        25413559.620        25413581.000        29
             30        367059.018        26616229.633        26616225.282        29
             11        367059.018        25502154.635        25502162.893        28
              8        367059.018        27855388.565        27855396.366        26
             28        367059.018        29468663.309        29468683.478        21
              3        367059.018        29880127.045        29880130.280        21
             17        367059.018        29502468.737        29502480.915        21
              9        367059.018        29732136.184        29732133.901        20
             22        367059.018        29043613.095        29043631.362        20
             16        367059.018        30238414.005        30238419.142        19
             27        367059.018        30399210.132        30399228.208        19
            156        367059.018        41086197.156        41086199.268        18
             39        367059.018        27524293.191        27524310.858        18
             23        367059.018        30393632.848        30393630.564        20
              1        367060.018        25534583.859        25534591.883        30
              7        367060.018        25431817.163        25431838.369        29
