   Satellite ID          GPS Time         Pseudorange       Carrier Phase       C/N
            155        367603.009        43664699.086        43664709.365        36
             27        367603.009        28152651.079        28152638.444        40
             22        367603.009        26359381.479        26359381.479         0
              1        367604.009        22972313.591        22972299.959        52
              7        367604.009        22929572.759        22929558.087        50
             30        367604.009        23948126.424        23948120.019        49
             11        367604.009        23097647.124        23097630.341        49
              8        367604.009        25588288.100        25588269.273        47
             28        367604.009        26768794.454        26768785.083        44
             17        367604.009        26843675.451        26843666.264        43
             22        367604.009        26377316.221        26377349.521        39
              3        367604.009        27158602.718        27158589.688        40
              9        367604.009        27461200.664        27461195.593        40
             16        367604.009        27955561.728        27955551.978        39
            157        367604.009        39161351.652        39161369.987        45
            150        367604.009        39830054.675        39830060.344        44
            151        367604.009        40245035.721        40245045.392        42
            153        367604.009        41187920.469        41187943.512        41
            154        367604.009        41906251.010        41906258.499        40
            155        367604.009        43682886.068        43682896.353        35
             27        367604.009        28171411.771        28171399.128        40
              1        367605.009        22990536.556        22990522.919        52
              7        367605.009        22947906.615        22947891.949        50
             30        367605.009        23966115.518        23966109.103        49
             11        367605.009        23116119.995        23116103.206        49
              8        367605.009        25606982.865        25606964.046        47
             28        367605.009        26786689.196        26786679.835        44
             17        367605.009        26861664.582        26861655.388        43
              3        367605.009        27176455.046        27176444.010        40
              9        367605.009        27479880.345        27479875.301        40
             16        367605.009        27974237.489        27974227.749        39
            157        367605.009        39179750.925        39179769.936        45
            150        367605.009        39848351.208        39848356.878        44
            151        367605.009        40263324.991        40263334.665        42
            153        367605.009        41206214.749        41206236.843        41
            154        367605.009        41924538.962        41924545.523        40
            155        367605.009        43701072.671        43701082.967        35
             27        367605.009        28190172.075        28190159.426        40
             22        367605.009        26395317.296        26395317.296         0
              1        367606.009        23008760.076        23008746.431        52
              7        367606.009        22966241.016        22966226.359        50
             30        367606.009        23984105.132        23984098.706        49
             11        367606.009        23134593.390        23134576.593        49
              8        367606.009        25625678.053        25625659.242        47
             28        367606.009        26804584.330        26804574.986        44
             17        367606.009        26879654.181        26879644.981        43
             22        367606.009        26413251.554        26413285.615        39
              3        367606.009        27194311.708        27194298.731        40
              9        367606.009        27498560.419        27498555.386        40
             16        367606.009        27992913.708        27992903.979        38
            157        367606.009        39198152.074        39198170.316        45
            150        367606.009        39866648.162        39866653.823        44
            151        367606.009        40281614.691        40281624.367        42
            153        367606.009        41224509.016        41224530.615        41
            154        367606.009        41942826.028        41942832.975        40
            155        367606.009        43719259.669        43719269.969        35
             27        367606.009        28208932.782        28208920.129        40
              1        367607.010        23026983.081        23026969.437        52
              7        367607.010        22984574.915        22984560.269        50
             30        367607.010        24002094.219        24002087.781        49
             11        367607.010        23153066.253        23153049.451        49
              8        367607.010        25644372.606        25644353.799        47
             28        367607.010        26822478.801        26822469.475        44
             17        367607.010        26897643.175        26897633.969        43
              3        367607.010        27212165.728        27212152.790        40
              9        367607.010        27517239.842        27517234.810        40
             16        367607.010        28011589.325        28011579.603        38
            157        367607.010        39216551.733        39216570.069        45
            150        367607.010        39884944.477        39884950.129        44
            151        367607.010        40299903.751        40299913.415        42
            153        367607.010        41242802.077        41242823.755        41
            154        367607.010        41961112.670        41961119.798        40
            155        367607.010        43737446.001        43737456.304        35
             22        367607.010        26431191.506        26431185.226         0
             27        367607.010        28227692.819        28227680.163        40
              1        367608.010        23045206.510        23045192.855        52
              7        367608.010        23002909.219        23002894.585        50
             30        367608.010        24020083.695        24020077.248        49
             11        367608.010        23171539.493        23171522.691        49
              8        367608.010        25663067.435        25663048.629        47
             22        367608.010        26449184.009        26449152.993        43
             28        367608.010        26840373.545        26840364.220        44
             17        367608.010        26915632.987        26915623.283        43
              3        367608.010        27230015.858        27230007.105        40
              9        367608.010        27535919.495        27535914.469        40
             16        367608.010        28030265.243        28030255.538        38
            157        367608.010        39234952.252        39234970.111        45
            150        367608.010        39903241.083        39903246.724        44
            151        367608.010        40318193.098        40318202.759        42
            153        367608.010        41261095.828        41261117.149        41
            154        367608.010        41979399.769        41979406.890        40
            155        367608.010        43755632.555        43755642.872        35
             27        367608.010        28246453.112        28246440.448        40
              1        367609.010        23063430.752        23063417.089        52
              7        367609.010        23021244.344        23021229.718        50
             30        367609.010        24038073.965        24038067.505        49
             11        367609.010        23190013.518        23189996.721        49
              8        367609.010        25681762.959        25681744.151        47
             22        367609.010        26467158.033        26467167.547         0
             28        367609.010        26858268.947        26858259.622        44
             17        367609.010        26933622.541        26933613.324        43
              3        367609.010        27247874.954        27247862.092        40
              9        367609.010        27554599.791        27554594.792        40
             16        367609.010        28048941.883        28048932.194        38
            157        367609.010        39253352.516        39253370.855        45
            150        367609.010        39921538.357        39921544.008        44
            151        367609.010        40336483.958        40336492.791        42
            153        367609.010        41279388.443        41279411.294        41
            154        367609.010        41997686.057        41997694.698        40
            155        367609.010        43773819.776        43773830.101        35
             27        367609.010        28265214.064        28265201.390        40
              1        367610.010        23081654.722        23081641.402        52
              7        367610.010        23039579.549        23039564.928        50
             30        367610.010        24056064.291        24056057.815        49
             11        367610.010        23208487.591        23208470.798        49
              8        367610.010        25700459.783        25700439.613        47
             28        367610.010        26876164.271        26876154.943        44
             22        367610.010        26485122.294        26485124.768         0
             17        367610.010        26951613.060        26951603.355        43
              3        367610.010        27265725.348        27265716.976        40
              9        367610.010        27573275.704        27573274.943        40
             16        367610.010        28067618.510        28067608.826        38
            157        367610.010        39271751.952        39271771.539        45
            150        367610.010        39939833.480        39939841.353        44
            151        367610.010        40354772.766        40354782.943        42
            153        367610.010        41297684.365        41297705.680        41
            154        367610.010        42015976.460        42015982.797        40
            155        367610.010        43792006.905        43792017.243        35
             27        367610.010        28283974.925        28283962.244        40
              1        367611.010        23099878.676        23099865.166        52
              7        367611.010        23057914.427        23057899.807        50
             30        367611.010        24074054.259        24074047.776        49
             11        367611.010        23226961.302        23226944.517        49
              8        367611.010        25719155.589        25719134.468        47
             28        367611.010        26894059.103        26894049.775        44
             17        367611.010        26969600.948        26969592.956        43
              3        367611.010        27283580.514        27283571.190        40
              9        367611.010        27591958.045        27591954.620        40
             16        367611.010        28086294.712        28086285.028        38
            157        367611.010        39290153.434        39290171.784        45
            150        367611.010        39958133.411        39958138.174        44
            151        367611.010        40373063.091        40373072.634        42
            153        367611.010        41315978.155        41315999.560        41
            154        367611.010        42034263.123        42034270.343        40
            155        367611.010        43810193.532        43810203.880        35
             27        367611.010        28302735.285        28302722.607        40
             22        367611.010        26503124.247        26503124.247         0
              1        367612.010        23118103.557        23118089.132        52
              7        367612.010        23076249.299        23076234.682        50
             30        367612.010        24092044.196        24092037.707        49
             11        367612.010        23245434.994        23245418.207        49
              8        367612.010        25737849.682        25737829.306        47
             28        367612.010        26911953.772        26911944.447        44
             17        367612.010        26987591.693        26987582.482        43
             22        367612.010        26521059.206        26521092.316        39
              3        367612.010        27301435.793        27301425.439        40
              9        367612.010        27610637.863        27610634.166        40
             16        367612.010        28104970.796        28104961.129        38
            157        367612.010        39308554.043        39308571.901        45
            150        367612.010        39976429.592        39976434.802        44
            151        367612.010        40391352.495        40391362.013        42
            153        367612.010        41334271.198        41334293.014        41
            154        367612.010        42052549.789        42052557.470        40
            155        367612.010        43828380.013        43828390.357        35
             27        367612.010        28321495.490        28321482.810        40
              1        367613.010        23136328.068        23136313.280        52
              7        367613.010        23094584.358        23094569.743        50
             30        367613.010        24110034.297        24110027.802        49
             11        367613.010        23263908.838        23263892.054        49
              8        367613.010        25756544.292        25756524.196        47
             28        367613.010        26929848.090        26929839.147        44
             17        367613.010        27005579.892        27005572.091        43
              3        367613.010        27319290.553        27319279.706        40
              9        367613.010        27629317.717        27629313.731        40
             16        367613.010        28123646.960        28123637.322        38
            157        367613.010        39326952.874        39326972.077        45
            150        367613.010        39994726.171        39994731.479        44
            151        367613.010        40409641.814        40409651.440        42
            153        367613.010        41352564.628        41352586.512        41
            154        367613.010        42070838.328        42070844.669        40
            155        367613.010        43846566.496        43846576.849        35
             22        367613.010        26538999.022        26538991.791         0
             27        367613.010        28340255.708        28340243.027        40
              1        367614.010        23154552.387        23154537.275        52
              7        367614.010        23112919.262        23112904.652        50
             30        367614.010        24128024.219        24128017.719        49
             11        367614.010        23282382.500        23282365.723        49
              8        367614.010        25775237.636        25775218.798        47
             28        367614.010        26947742.862        26947733.540        44
             22        367614.010        26556990.809        26556959.602        43
             17        367614.010        27023569.267        27023561.466        43
              3        367614.010        27337144.521        27337133.675        40
              9        367614.010        27647997.479        27647992.975        40
             16        367614.010        28142322.844        28142313.239        38
            157        367614.010        39345353.547        39345371.981        45
            150        367614.010        40013022.489        40013027.881        44
            151        367614.010        40427931.170        40427940.584        42
            153        367614.010        41370857.952        41370879.744        41
            154        367614.010        42089124.952        42089131.574        40
            155        367614.010        43864752.645        43864763.018        35
             27        367614.010        28359015.620        28359002.947        40
              1        367615.010        23172776.950        23172761.961        52
              7        367615.010        23131254.849        23131240.247        50
             30        367615.010        24146014.801        24146008.297        49
             11        367615.010        23300856.826        23300840.050        49
              8        367615.010        25793932.989        25793913.961        47
             28        367615.010        26965638.734        26965628.459        44
             17        367615.010        27041560.183        27041551.430        43
              3        367615.010        27354999.587        27354988.170        40
              9        367615.010        27666677.266        27666672.746        40
             16        367615.010        28160999.364        28160989.767        38
            157        367615.010        39363754.787        39363772.454        45
            150        367615.010        40031319.353        40031324.831        44
            151        367615.010        40446220.588        40446230.284        42
            153        367615.010        41389151.651        41389173.521        41
            154        367615.010        42107413.668        42107419.045        40
            155        367615.010        43882939.337        43882949.714        35
             27        367615.010        28377776.058        28377763.390        40
             22        367615.010        26574976.714        26574976.714         0
              1        367616.010        23191001.329        23190986.525        52
              7        367616.010        23149590.322        23149575.726        50
             30        367616.010        24164005.250        24163998.745        49
             11        367616.010        23319331.009        23319314.240        49
              8        367616.010        25812628.385        25812608.859        47
             28        367616.010        26983532.447        26983523.109        44
             17        367616.010        27059549.768        27059541.206        43
             22        367616.010        26592931.745        26592944.875        39
              3        367616.010        27372853.345        27372842.392        40
              9        367616.010        27685356.568        27685352.225        40
             16        367616.010        28179675.667        28179666.081        38
            157        367616.010        39382154.330        39382172.693        45
            150        367616.010        40049616.036        40049621.544        44
            151        367616.010        40464510.069        40464519.741        42
            153        367616.010        41407444.981        41407467.050        41
            154        367616.010        42125699.247        42125706.252        40
            155        367616.010        43901125.743        43901136.123        35
             27        367616.010        28396536.224        28396523.559        40
              1        367617.010        23209225.807        23209210.988        52
              7        367617.010        23167925.700        23167911.115        50
             30        367617.010        24181995.582        24181989.072        49
             11        367617.010        23337805.074        23337788.302        49
              8        367617.010        25831323.005        25831303.521        47
             28        367617.010        27001427.398        27001417.503        44
             17        367617.010        27077539.354        27077530.791        43
              3        367617.010        27390710.252        27390696.361        40
              9        367617.010        27704035.667        27704031.432        40
             16        367617.010        28198351.767        28198342.190        38
            157        367617.010        39400554.850        39400572.708        45
            150        367617.010        40067912.468        40067918.022        44
            151        367617.010        40482799.158        40482808.972        42
            153        367617.010        41425738.203        41425760.359        41
            154        367617.010        42143985.872        42143993.240        40
            155        367617.010        43919311.904        43919322.289        35
             27        367617.010        28415296.135        28415283.468        40
             22        367617.010        26610910.281        26610910.281         0
              1        367618.010        23227450.724        23227435.832        52
              7        367618.010        23186261.459        23186246.872        50
             30        367618.010        24199986.270        24199979.745        49
             11        367618.010        23356279.483        23356262.713        49
              8        367618.010        25850017.945        25849998.436        47
             28        367618.010        27019321.462        27019312.120        44
             17        367618.010        27095529.027        27095520.654        43
             22        367618.010        26628866.881        26628878.108        39
              3        367618.010        27408562.535        27408550.547        40
              9        367618.010        27722715.139        27722710.864        40
             16        367618.010        28217028.154        28217018.581        38
            157        367618.010        39418955.126        39418972.984        45
            150        367618.010        40086209.176        40086214.755        44
            151        367618.010        40501088.537        40501098.440        42
            153        367618.010        41444031.749        41444053.907        41
            154        367618.010        42162273.006        42162280.475        40
            155        367618.010        43937498.249        43937508.642        35
             27        367618.010        28434056.266        28434043.596        41
              1        367619.010        23245675.567        23245660.639        52
              7        367619.010        23204597.180        23204582.601        50
             30        367619.010        24217976.904        24217970.371        49
             11        367619.010        23374753.833        23374737.067        49
              8        367619.010        25868712.964        25868693.174        47
             28        367619.010        27037215.871        27037206.547        44
             17        367619.010        27113519.567        27113510.410        43
              3        367619.010        27426415.007        27426404.542        40
              9        367619.010        27741394.322        27741390.092        40
             16        367619.010        28235704.407        28235694.842        38
            157        367619.010        39437354.280        39437373.099        45
            150        367619.010        40104505.811        40104511.314        45
            151        367619.010        40519377.818        40519387.754        42
            153        367619.010        41462325.187        41462347.302        41
            154        367619.010        42180561.606        42180567.559        40
            155        367619.010        43955684.429        43955694.820        35
             27        367619.010        28452816.206        28452803.532        41
             22        367619.010        26646845.917        26646845.917         0
              1        367620.010        23263900.541        23263885.607        52
              7        367620.010        23222933.064        23222918.494        50
             30        367620.010        24235967.672        24235961.136        50
             11        367620.010        23393228.316        23393211.555        49
              8        367620.010        25887406.960        25887387.932        47
             28        367620.010        27055110.874        27055100.979        44
             17        367620.010        27131508.029        27131500.228        43
             22        367620.010        26664802.479        26664813.706        38
              3        367620.010        27444269.982        27444258.552        40
              9        367620.010        27760073.571        27760069.308        40
             16        367620.010        28254380.726        28254371.169        38
            157        367620.010        39455754.059        39455773.262        45
            150        367620.010        40122802.406        40122807.919        45
            151        367620.010        40537667.173        40537677.104        42
            153        367620.010        41480618.593        41480640.719        41
            154        367620.010        42198847.805        42198854.649        40
            155        367620.010        43973870.581        43973880.982        35
             27        367620.010        28471576.158        28471563.469        41
              1        367621.010        23282125.370        23282110.416        52
              7        367621.010        23241268.798        23241254.227        50
             30        367621.010        24253958.263        24253951.719        49
             11        367621.010        23411702.613        23411685.856        49
              8        367621.010        25906102.187        25906082.397        47
             28        367621.010        27073004.613        27072995.098        44
             17        367621.010        27149499.133        27149489.809        43
              3        367621.010        27462122.141        27462112.246        40
              9        367621.010        27778752.495        27778748.195        40
             16        367621.010        28273056.774        28273047.235        38
            157        367621.010        39474154.767        39474173.141        45
            150        367621.010        40141098.679        40141104.221        44
            151        367621.010        40555956.188        40555966.149        42
            153        367621.010        41498911.675        41498933.850        41
            154        367621.010        42217134.245        42217141.456        39
            155        367621.010        43992056.423        43992066.825        35
             22        367621.010        26682771.282        26682770.711         0
             27        367621.010        28490335.782        28490323.086        41
              1        367622.010        23300350.645        23300335.601        52
              7        367622.010        23259604.902        23259590.338        50
             30        367622.010        24271949.204        24271942.654        49
             11        367622.010        23430177.258        23430160.508        49
              8        367622.010        25924796.892        25924777.102        47
             28        367622.010        27090898.569        27090889.436        44
             22        367622.010        26700736.821        26700738.724        43
             17        367622.010        27167489.187        27167479.673        43
              3        367622.010        27479977.191        27479966.155        40
              9        367622.010        27797431.654        27797427.300        40
             16        367622.010        28291733.094        28291723.574        38
            157        367622.010        39492554.267        39492573.277        45
            150        367622.010        40159395.253        40159400.785        44
            151        367622.010        40574245.443        40574255.455        42
            153        367622.010        41517205.069        41517227.227        41
            154        367622.010        42235421.128        42235428.525        40
            155        367622.010        44010242.479        44010252.877        35
             27        367622.010        28509095.620        28509082.918        41
              1        367623.010        23318576.028        23318560.964        52
              7        367623.010        23277941.192        23277926.630        50
             30        367623.010        24289940.308        24289933.749        49
             11        367623.010        23448652.061        23448635.316        49
              8        367623.010        25943492.022        25943471.853        47
             28        367623.010        27108793.881        27108783.796        44
             22        367623.010        26718706.941        26718708.083         0
             17        367623.010        27185478.775        27185469.634        43
              3        367623.010        27497830.743        27497820.087        40
              9        367623.010        27816110.697        27816106.414        39
             16        367623.010        28310409.511        28310400.006        38
            157        367623.010        39510955.618        39510973.477        45
            150        367623.010        40177691.867        40177697.382        44
            151        367623.010        40592534.742        40592544.808        42
            153        367623.010        41535498.439        41535520.661        41
            154        367623.010        42253708.124        42253715.634        40
            155        367623.010        44028428.538        44028438.934        35
             27        367623.010        28527855.482        28527842.777        41
              1        367624.011        23336801.766        23336786.734        52
              7        367624.011        23296277.894        23296263.330        50
             30        367624.011        24307931.792        24307925.229        49
             11        367624.011        23467127.245        23467110.505        49
              8        367624.011        25962186.472        25962166.873        47
             28        367624.011        27126687.166        27126678.413        44
             17        367624.011        27203468.857        27203459.914        43
              3        367624.011        27515686.267        27515674.279        40
              9        367624.011        27834789.980        27834785.770        39
             16        367624.011        28329086.235        28329076.737        38
            157        367624.011        39529356.290        39529373.957        45
            150        367624.011        40195988.746        40195994.272        44
            151        367624.011        40610824.382        40610834.435        42
            153        367624.011        41553793.821        41553814.368        41
            154        367624.011        42271995.562        42272003.027        40
            155        367624.011        44046614.863        44046625.259        35
             22        367624.011        26736661.826        26736659.162         0
             27        367624.011        28546615.588        28546602.882        41
              1        367625.011        23355027.482        23355012.475        52
              7        367625.011        23314614.560        23314600.002        50
             30        367625.011        24325923.224        24325916.659        49
             11        367625.011        23485602.378        23485585.638        49
              8        367625.011        25980880.566        25980861.728        47
             28        367625.011        27144581.407        27144572.844        44
             22        367625.011        26754639.403        26754627.415        43
             17        367625.011        27221457.695        27221450.084        43
              3        367625.011        27533539.126        27533528.280        40
              9        367625.011        27853469.073        27853464.927        39
             16        367625.011        28347762.815        28347753.342        38
            157        367625.011        39547756.817        39547774.291        45
            150        367625.011        40214285.449        40214290.986        44
            151        367625.011        40629113.882        40629123.894        42
            153        367625.011        41572085.772        41572107.910        41
            154        367625.011        42290282.874        42290290.246        40
            155        367625.011        44064800.970        44064811.374        35
             27        367625.011        28565375.514        28565362.799        41
              1        367626.011        23373253.404        23373238.414        52
              7        367626.011        23332951.427        23332936.874        50
             30        367626.011        24343914.833        24343908.269        49
             11        367626.011        23504077.687        23504060.944        49
              8        367626.011        25999576.211        25999556.648        47
             28        367626.011        27162477.022        27162467.317        44
             17        367626.011        27239450.636        27239440.360        43
              3        367626.011        27551391.462        27551382.329        40
              9        367626.011        27872148.246        27872144.115        40
             16        367626.011        28366439.506        28366430.063        38
            157        367626.011        39566156.328        39566174.706        45
            150        367626.011        40232582.255        40232587.790        44
            151        367626.011        40647403.404        40647413.439        42
            153        367626.011        41590379.742        41590401.529        41
            154        367626.011        42308570.177        42308577.540        40
            155        367626.011        44082987.119        44082997.527        35
             27        367626.011        28584135.465        28584122.751        41
             22        367626.011        26772620.570        26772620.570         0
              1        367627.011        23391479.907        23391464.901        52
              7        367627.011        23351288.839        23351274.298        50
             30        367627.011        24361906.970        24361900.406        49
             11        367627.011        23522553.514        23522536.775        49
              8        367627.011        26018271.195        26018251.977        47
             28        367627.011        27180371.124        27180362.181        44
             17        367627.011        27257440.229        27257431.096        43
             22        367627.011        26790578.511        26790589.167        39
              3        367627.011        27569246.472        27569236.768        40
              9        367627.011        27890827.763        27890823.682        40
             16        367627.011        28385116.632        28385107.216        38
            157        367627.011        39584557.308        39584575.551        45
            150        367627.011        40250879.455        40250885.002        44
            151        367627.011        40665693.210        40665703.400        42
            153        367627.011        41608673.509        41608695.574        41
            154        367627.011        42326855.089        42326865.267        40
            155        367627.011        44101173.659        44101184.065        35
             27        367627.011        28602895.817        28602883.095        41
              1        367628.011        23409705.906        23409690.908        52
              7        367628.011        23369625.768        23369611.241        50
             30        367628.011        24379898.595        24379892.037        49
             11        367628.011        23541028.827        23541012.095        49
              8        367628.011        26036966.102        26036946.694        46
             28        367628.011        27198266.493        27198256.408        44
             17        367628.011        27275433.060        27275421.263        43
              3        367628.011        27587102.178        27587090.571        40
              9        367628.011        27909506.608        27909502.615        40
             16        367628.011        28403793.198        28403783.798        38
            157        367628.011        39602956.973        39602975.792        45
            150        367628.011        40269176.046        40269181.604        44
            151        367628.011        40683982.625        40683992.735        42
            153        367628.011        41626967.288        41626988.996        41
            154        367628.011        42345144.460        42345152.371        40
            155        367628.011        44119359.557        44119369.958        35
             27        367628.011        28621655.533        28621642.800        41
             22        367628.011        26808541.795        26808541.795         0
              1        367629.011        23427932.142        23427917.163        52
              7        367629.011        23387962.953        23387948.437        50
             30        367629.011        24397890.455        24397883.901        49
             11        367629.011        23559504.372        23559487.644        49
              8        367629.011        26055661.311        26055641.522        46
             28        367629.011        27216161.007        27216150.732        44
             17        367629.011        27293422.442        27293411.596        43
             22        367629.011        26826515.443        26826510.305        39
              3        367629.011        27604955.727        27604944.474        40
              9        367629.011        27928185.527        27928181.620        40
             16        367629.011        28422469.939        28422460.544        38
            157        367629.011        39621357.159        39621376.170        45
            150        367629.011        40287472.784        40287478.327        44
            151        367629.011        40702272.255        40702282.201        42
            153        367629.011        41645260.885        41645282.540        41
            154        367629.011        42363431.796        42363439.599        40
            155        367629.011        44137545.540        44137555.944        35
             27        367629.011        28640415.340        28640402.598        41
              1        367630.011        23446158.418        23446143.470        52
              7        367630.011        23406300.185        23406285.678        50
             30        367630.011        24415882.337        24415875.788        49
             11        367630.011        23577979.937        23577963.213        49
              8        367630.011        26074355.679        26074336.270        47
             28        367630.011        27234055.230        27234044.954        44
             17        367630.011        27311411.972        27311401.887        43
              3        367630.011        27622809.680        27622798.263        40
              9        367630.011        27946864.355        27946860.507        40
             16        367630.011        28441146.608        28441137.231        38
            157        367630.011        39639757.072        39639776.467        45
            150        367630.011        40305769.424        40305774.973        45
            151        367630.011        40720561.502        40720571.595        42
            153        367630.011        41663554.281        41663576.012        41
            154        367630.011        42381718.818        42381726.736        40
            155        367630.011        44155731.391        44155741.802        35
             22        367630.011        21148428.996        21148429.956         0
             27        367630.011        28659175.036        28659162.286        41
              1        367631.011        23464384.820        23464369.865        52
              7        367631.011        23424637.513        23424623.012        50
             30        367631.011        24433874.289        24433867.743        49
             11        367631.011        23596455.566        23596438.845        49
              8        367631.011        26093051.894        26093030.963        47
             28        367631.011        27251949.378        27251939.102        44
             22        367631.011        26862450.526        26862443.105         0
             17        367631.011        27329400.933        27329392.180        43
              3        367631.011        27640663.598        27640651.991        40
              9        367631.011        27965543.162        27965539.318        40
             16        367631.011        28459823.265        28459813.906        38
            157        367631.011        39658158.875        39658176.734        45
            150        367631.011        40324065.988        40324071.573        45
            151        367631.011        40738850.826        40738860.936        42
            153        367631.011        41681847.665        41681869.431        41
            154        367631.011        42400005.793        42400013.849        40
            155        367631.011        44173917.174        44173927.591        35
             27        367631.011        28677934.652        28677921.900        41
              1        367632.011        23482611.547        23482596.586        52
              7        367632.011        23442975.165        23442960.672        50
             30        367632.011        24451866.544        24451860.002        49
             11        367632.011        23614931.494        23614914.775        49
              8        367632.011        26111745.456        26111725.854        47
             22        367632.011        20884583.771        20884587.383         0
             28        367632.011        27269843.884        27269833.419        44
             17        367632.011        27347391.879        27347382.714        43
              9        367632.011        27984222.140        27984218.287        40
              3        367632.011        27658517.189        27658505.884        40
             16        367632.011        28478500.157        28478490.812        38
            157        367632.011        39676559.929        39676577.211        45
            150        367632.011        40342362.782        40342368.373        45
            151        367632.011        40757140.361        40757150.478        42
            153        367632.011        41700141.280        41700163.065        41
            154        367632.011        42418293.309        42418301.159        40
            155        367632.011        44192103.111        44192113.535        35
             27        367632.011        28696694.449        28696681.687        41
              1        367633.011        23500838.127        23500823.160        52
              7        367633.011        23461312.676        23461298.190        50
             30        367633.011        24469858.630        24469852.097        49
             11        367633.011        23633407.259        23633390.538        49
              8        367633.011        26130439.295        26130420.457        47
             22        367633.011        26898388.562        26898396.935         0
             28        367633.011        27287737.334        27287727.439        44
             17        367633.011        27365380.620        27365373.008        43
              9        367633.011        28002900.825        28002896.944        40
              3        367633.011        27676370.710        27676359.483        40
             16        367633.011        28497176.820        28497167.479        38
